,종가
380,"[6926.374733448029, 6926.310071349144, 6953.448585234582, 6952.7689745649695, 6954.183114133775, 6953.39161362499, 6954.479549080133, 6973.811658192426, 6975.883379392326, 6974.422259069979, 6977.720598783344, 6977.666587382555, 6983.164587430656, 7115.006868354976, 7117.384101869538]"
381,"[190500.0, 190500.0, 190500.0, 190500.0, 190500.0, 191078.44142417112, 190500.0, 190696.81844202182, 191151.42057413855, 191105.7498431454, 191179.10120214024, 191864.4014423092, 192115.67961126566, 190901.10879571488, 193693.0602500836]"
382,"[2430.0, 2488.471533894539, 2492.83339959383, 2516.307296633721, 2574.127977579832, 2590.6069536209106, 2601.6509550511837, 2605.9710714519024, 2633.373182214797, 2656.327448828146, 2634.682503009215, 2669.217510893941, 2673.6370350010693, 2694.646494112909, 2725.686158683151]"
383,"[144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0, 144000.0]"
384,"[17635.028900802135, 17821.695092767477, 17781.945562511683, 17730.272553265095, 18379.444820135832, 18679.218531996015, 18969.60029542446, 19566.9472040236, 20237.583968117833, 20534.548168685287, 21236.48742794991, 21523.455154374242, 21800.720420628786, 22377.246110886335, 22473.81776548922]"
385,"[51088.36492389441, 51070.55781970422, 52516.09097560247, 52717.12652976315, 52746.78289469953, 52636.13332717059, 53316.839336281024, 54137.53212587287, 54937.265777556844, 55517.16582689435, 55264.09526399026, 56203.572456423426, 57244.5906160151, 57351.99794035405, 57344.573838269964]"
386,"[2540.0, 2752.8101534843445, 2795.2505163401365, 2838.612179763615, 2843.0343140661716, 2885.383751027286, 2881.8937061578035, 2884.451493062079, 2882.56960708648, 2878.4234248409048, 2869.751460328698, 2885.1622267737985, 2888.120319627226, 2884.0926235467196, 2879.3360231816773]"
387,"[2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2305.0, 2307.604172604158, 2308.6209905650467]"
388,"[482.0, 492.08014277070765, 492.66700544953346, 491.6159402653575, 490.81626725122334, 490.71132027730346, 491.78076316118245, 492.5571958601475, 491.8256945446134, 492.4124433398247, 491.0263411566615, 492.4719571977854, 493.0912415210158, 497.3639401324093, 494.7126226857305]"
389,"[4703.95653167367, 4862.083503931761, 5067.377340853214, 5226.396853834392, 5320.02212485671, 5361.924975693226, 5352.55005531013, 5351.4692622721195, 5349.403488188982, 5397.778263285757, 5400.10604784172, 5403.738905467093, 5435.7576159238815, 5465.917720891535, 5465.530510894954]"
390,"[1039.781504313151, 1054.6650888522465, 1054.6305080254872, 1054.7991163531938, 1061.7455279727776, 1063.926236011088, 1065.1836703990896, 1063.794059375922, 1066.3363910093904, 1070.1398730886478, 1066.2303634962689, 1069.1986774342754, 1073.4466676364343, 1073.0012317101161, 1074.5242728358135]"
391,"[961.0, 961.0, 961.0, 983.7290188670158, 1015.0427898496389, 1041.6798733482758, 1072.3215426653624, 1080.7688792367776, 1087.7964005862673, 1103.6962431654333, 1109.0674912154675, 1109.6534343505898, 1116.8680346012115, 1113.5306448788692, 1116.8770217028755]"
392,"[62849.01243845622, 62848.01813761394, 64128.52647304535, 66245.97380161285, 66227.42705345154, 66192.56391525269, 67225.2584695816, 67213.56933911641, 68097.65821198623, 69429.2457441489, 70105.33372573556, 70087.99710518215, 70703.39619517326, 70362.9523108403, 71011.19306782882]"
393,"[1590.6085480749605, 1605.838414058089, 1646.107062958181, 1657.8708573058245, 1688.8211277499795, 1685.6675250828266, 1697.331782989204, 1698.5118947178125, 1696.906930762343, 1700.0232927035538, 1734.5838656276462, 1726.3692217203786, 1716.5215971245195, 1729.84151545912, 1726.3656583847476]"
394,"[9890.0, 9892.212519470602, 10197.150617539883, 10365.15474241972, 10662.345857103666, 10758.583775778612, 10775.271342515945, 10915.133932928245, 10901.22533661127, 11483.79809675614, 11495.81514441967, 11872.061453004677, 12372.97709196806, 12012.967113633951, 12195.728687882423]"
395,"[5840.0, 5856.030999859175, 5856.79295770824, 5854.550744493802, 5857.853563363353, 5863.950217664242, 5862.557463238637, 5858.373610153794, 5856.66841955483, 5854.068170416479, 5855.956658939521, 5851.944992908587, 5861.174660474062, 5864.316796203455, 5863.918173263471]"
396,"[581.2082840939363, 621.6594497084617, 643.3468443125486, 646.1042751232784, 679.3568509424726, 699.5347728242477, 697.294193755587, 734.2198356063416, 745.9775967106223, 772.7363931084673, 799.7868685246756, 795.4611006580294, 828.1085283512871, 843.9170091894766, 871.2931773081423]"
397,"[3105.592489361763, 3396.3672241568565, 3490.135955363512, 3769.5543177326517, 3858.3528673350806, 4021.096098303795, 4013.8389166990914, 4025.0120986960833, 4140.330755894383, 4337.728426421681, 4599.096449046086, 4497.242324442914, 5061.173187459508, 4950.829263303429, 5289.107165500522]"
398,"[13750.0, 13750.0, 13766.222428095838, 13831.18124610434, 13825.342468451709, 13835.434146473805, 13829.625637177376, 13835.242391067244, 13827.47310878088, 13853.616919306416, 13845.89041614284, 13846.168711408973, 13843.552573459843, 13843.273440934718, 13839.603983052073]"
399,"[112500.0, 112500.0, 112500.0, 112624.26779065281, 112686.7879098902, 112813.96469833949, 112668.50129769494, 112919.48316569129, 112917.8210740288, 112970.5108826359, 112950.49490071832, 112874.98428833981, 112888.40266503394, 112874.82421348493, 112915.93968073526]"
400,"[83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0, 83900.0]"
401,"[3030.0, 3095.538156896829, 3099.7348274787264, 3095.6860307641323, 3078.146281570196, 3146.944041254619, 3177.6799507538476, 3179.937236746152, 3176.395179887535, 3300.327748397986, 3241.089323888222, 3312.009334268669, 3258.7125499360263, 3479.7611785630384, 3400.8526988724866]"
402,"[1552.9886197050414, 1559.5850700835388, 1559.439585953951, 1597.5576009502015, 1629.1408913781245, 1665.8318451344967, 1676.6942274371786, 1678.8448453098538, 1707.2174647947154, 1749.6212628061573, 1778.458238701026, 1774.479035054644, 1774.9627792586884, 1816.7761885424457, 1845.7172156820695]"
403,"[698.0, 698.0, 724.5029536187649, 725.7772588573397, 766.9041288107634, 832.3452620849014, 851.3824790894986, 950.1638585314155, 995.5568293318153, 1059.8089418962597, 1064.4115802951158, 1074.8775256350636, 1119.9522047147154, 1111.297445783764, 1112.7969229796902]"
404,"[617.0, 617.0, 634.2282055199147, 635.4403440237045, 629.6572672426701, 642.7180225729942, 653.9790368527174, 659.4245874732733, 657.478669127822, 647.3164270937442, 676.3415564313531, 643.7785283386706, 678.012259914726, 669.7468611121177, 716.4611168734729]"
405,"[711.0434635192155, 735.9215761721134, 766.658142837882, 797.5151345998049, 838.4311512460312, 872.2109231799841, 888.8330142592389, 910.6993304337063, 926.9270293881494, 936.7436613703767, 941.1056803991397, 960.1728688205282, 982.5280599564313, 1008.1232527504364, 1041.5393907474916]"
406,"[2156.408247202635, 2156.370058308045, 2156.163023735086, 2197.139153033495, 2233.2602333029113, 2230.9571033964553, 2230.6573593616486, 2236.620590637128, 2365.94694532454, 2370.729340525965, 2367.7688301727176, 2359.1994926457605, 2370.8896171798306, 2518.5939265663424, 2507.520734369755]"
407,"[755.0, 789.6353834867477, 789.6080580353737, 800.2378174662591, 800.5569340288639, 835.227485522628, 835.048595443368, 838.942888751626, 855.3668216615915, 875.4619374871254, 889.5604649931192, 928.7390980124475, 964.1100203804672, 882.0104985684158, 991.7974199354649]"
408,"[29542.05779850483, 31535.554575920105, 33001.8986928463, 34418.80959570408, 34229.59529668093, 36711.01512640715, 37453.093439787626, 39589.90504816174, 39461.03853330016, 41339.41584415734, 42170.646989643574, 45762.386121600866, 44701.27225510776, 45824.83052015304, 46830.77256470919]"
409,"[191000.0, 191000.0, 191447.5679770112, 192246.59570182362, 193353.5034810503, 193836.82730620107, 193837.0263978839, 193933.52505962053, 193750.42420178652, 194286.4889817933, 194907.5209657351, 194869.1989759604, 194783.81338020164, 194493.2479582727, 195070.28843114772]"
410,"[2243.39286651214, 2254.3753369996944, 2278.9571069553494, 2319.543587428828, 2333.5284066423774, 2405.580668295423, 2405.3178401986756, 2488.3665155073004, 2529.548449660341, 2552.8203116580844, 2585.3688748379545, 2601.719726935029, 2667.9730879068375, 2668.59304386129, 2753.9140153229237]"
411,"[40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001, 40450.00000000001]"
412,"[27800.000000000004, 27994.99899983406, 30279.01769638062, 30486.00826263428, 28885.191165283322, 30346.652840673927, 28891.98428183794, 33010.99008785561, 31487.057380974296, 32785.74562758207, 33764.07033473253, 32156.867175102238, 39777.02518224716, 33426.68338865042, 40372.5660699606]"
413,"[2490.0, 2490.0, 2490.00920907855, 2490.00920907855, 2490.030197570721, 2490.030197570721, 2490.030197570721, 2490.030197570721, 2490.030197570721, 2490.0312452640383, 2490.0312452640383, 2490.0312452640383, 2490.0312452640383, 2490.0342270402857, 2490.0342270402857]"
414,"[4025.310886472463, 4025.3761738538738, 4043.6292672753334, 4136.257717400789, 4129.928672045468, 4137.358896881342, 4164.584805130959, 4249.54276765883, 4499.8153022527695, 4544.966190367937, 4536.444134175777, 4491.988550812006, 4557.202985256909, 4547.493614085018, 4612.828225776553]"
415,"[5200.0, 5200.0, 5200.0, 5200.0, 5200.0, 5200.0, 5200.0, 5219.853436152141, 5204.014046899975, 5292.29527870814, 5221.015853186448, 5277.751063108445, 5251.99392636617, 5217.842283844948, 5307.803982098898]"
416,"[2730.0, 2753.18945796291, 2802.497133453687, 2837.982284118732, 2892.3621799449124, 2914.8091010451317, 2950.2683263421054, 2918.7877825150886, 2948.3058676322303, 2925.7504193981486, 2929.2097399781146, 3007.0658801198006, 3086.7736672610044, 3138.3335796644287, 3202.8388182719546]"
417,"[6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0, 6910.0]"
418,"[52081.00131750106, 52609.72727417946, 52912.76085793972, 53634.98749315739, 53880.565395951264, 54290.86078047752, 54128.93953204155, 54858.298256993294, 55049.44135248661, 56980.77965140343, 56578.24526667595, 55613.998251855366, 58094.59970355034, 57042.59343504905, 58856.61153793335]"
419,"[7540.000000000001, 7646.8122279942045, 7646.829216837884, 7646.097128003836, 7664.395939264447, 7664.37166557461, 7919.249862227589, 7928.516128871591, 7936.106534894556, 8032.803332306446, 8132.833932228387, 8565.827916376295, 8592.738172680141, 8591.268711227925, 8385.26319369674]"
420,"[1146.7206503152847, 1155.5716567436853, 1167.0844341615834, 1167.1560756961503, 1188.9265895386536, 1193.1898392389216, 1219.6103220383327, 1223.2329844137032, 1229.3800591230392, 1244.1376690268517, 1274.6213118930657, 1265.0798848668733, 1278.5468209683895, 1309.7425840000312, 1330.6300727849205]"
421,"[1200.0, 1200.0, 1200.0, 1200.0, 1209.46915547053, 1209.343636035919, 1209.5235129197438, 1244.8077499866486, 1245.1051066319146, 1261.456795533498, 1261.7878228425977, 1261.033328870932, 1283.4795475006101, 1281.323098639647, 1277.6150991519291]"
422,"[14639.015304048859, 14636.214057964584, 14642.103459946813, 14648.655080571772, 14661.434549316764, 14654.302704061072, 14658.511314640444, 14682.904167684417, 14721.314507673185, 14724.826394834867, 14782.513957644504, 14766.109470215939, 14776.96234568876, 14711.595061132684, 14727.470237892121]"
423,"[3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3090.0, 3094.3981703929608]"
424,"[2369.9718915720778, 2397.1930775245028, 2471.214568793773, 2568.4326564967632, 2619.292330396672, 2722.5602542410293, 2836.5012271652618, 2897.8294915979104, 3043.7131243969006, 3125.5997916559377, 3258.298457612594, 3318.634994678199, 3476.3425255914526, 3567.1743694891534, 3666.4903482720256]"
425,"[2090.0, 2212.383016328017, 2426.6128937800727, 2634.816058735053, 2681.9270545144877, 2834.864778310061, 2936.4751819670205, 3194.1489842534065, 3228.139904682835, 3375.8459143340588, 3490.524151951075, 3562.772234151761, 3763.5167388518657, 3608.8130405644574, 3901.219589808335]"
426,"[1150.0, 1154.4361711479723, 1196.687378641218, 1196.7510652076453, 1244.9126522801816, 1244.7695478238165, 1281.8320189323276, 1281.7169395647945, 1307.155075771734, 1306.2081798538566, 1346.0340522043405, 1348.1382837612182, 1378.1121183373034, 1380.4867229890078, 1409.301971681416]"
427,"[5081.5798421998825, 5229.705365389586, 5231.360418980321, 5243.535018409291, 5248.824782782544, 5503.764964404361, 5500.694286397503, 5660.733839501937, 5643.5400928827, 5754.6481210490065, 5747.207635956816, 5927.064623937632, 6017.099289716377, 6144.438306070088, 6052.453902528932]"
428,"[16380.0, 17110.041628281273, 17116.487454811733, 17883.840596675873, 18171.552569111187, 18790.53082414468, 19137.924937407173, 19776.77782424291, 20080.215685804684, 20720.215991377834, 20953.10447518031, 21604.487963000935, 21828.417482813198, 22489.570904493332, 22733.21593753497]"
429,"[1508.0, 1598.9357648849486, 1599.009622299671, 1617.6419710497062, 1695.3976315428813, 1701.8767619291941, 1712.6379018520315, 1711.2368281058966, 1777.4760380585988, 1832.0332835440834, 1839.5193856870133, 1816.9379858930904, 1897.232461676995, 1992.512483316163, 1941.826235227287]"
430,"[220.0, 220.0, 338.2458665321271, 426.10204504927003, 430.68909452358884, 432.62157280494773, 442.9918627043565, 498.28131753206253, 433.1574343467752, 457.526042074586, 461.29309900353354, 565.6680659539998, 512.9596321148177, 592.6107734094064, 575.3577256842206]"
431,"[4008.288291312754, 4025.8217223957176, 4101.592687646548, 4276.336338094125, 4312.5430246119695, 4355.8841541906195, 4383.085611902177, 4483.272768635303, 4493.472082618003, 4531.637579427411, 4612.364709394053, 4665.68348742711, 4677.830162683501, 4721.825026546915, 4796.331991122414]"
432,"[4225.0, 4235.317516966413, 4235.544487759471, 4241.476530134678, 4313.374677983424, 4392.810671826203, 4437.347331357499, 4494.9372844956815, 4559.88999756674, 4608.663151885073, 4663.129643512269, 4715.368541919937, 4786.79740830635, 4842.635058754434, 4903.339827439438]"
433,"[28326.743113994602, 28343.516515493397, 28344.036445617676, 28320.402450561527, 29186.349815130237, 29378.852997720245, 30078.004438281063, 31902.252465188507, 31991.283054947853, 32020.95886260271, 31611.159558296204, 31113.4819662571, 31223.96753922105, 31956.939371228218, 32609.209348000586]"
434,"[2620.0, 2683.6181205511093, 2679.443471153577, 2679.517400622368, 2688.0395509004593, 2679.73028922081, 2696.8089857796826, 2819.4382744828863, 2802.8426497379937, 2812.632536726693, 2773.029329845682, 2821.7480039273696, 2772.6118869781494, 2925.8667221230767, 2988.2213084002333]"
435,"[4199.813785100976, 4208.991842453678, 4231.998467360933, 4243.42979439348, 4240.177820327382, 4301.993457543353, 4278.661897388597, 4288.827481516326, 4337.641852948038, 4366.400150292863, 4377.386316706116, 4313.144622256358, 4339.990396499634, 4364.002219760169, 4465.183578222989]"
436,"[1230.0, 1230.0, 1230.0, 1283.9715828498204, 1314.9619644880295, 1313.7014636397362, 1387.7881956100464, 1387.9997036854425, 1420.5929792920747, 1426.977404927214, 1423.8817362238963, 1443.4565509855747, 1448.0510401229064, 1429.9302748342357, 1514.609069377184]"
437,"[1747.1550247818232, 1746.6459221392868, 1746.901233792305, 1753.9439603872597, 1757.302703494206, 1746.5756229311228, 1765.8798818662763, 1828.8566787913442, 1782.5183038786051, 1744.0399819239974, 1744.4454615190625, 1786.8155270069838, 1763.0887609161437, 1801.1392558179796, 1767.3515051032882]"
438,"[998.3360905379056, 1055.1955391019583, 1144.0540298332771, 1144.0540298332771, 1176.063318489989, 1176.063318489989, 1242.575947541992, 1242.575947541992, 1315.9251118272543, 1315.9251118272543, 1409.8930460423232, 1435.2799009641012, 1493.6201153675715, 1540.8022597591082, 1561.0914026300115]"
439,"[4993.045793245236, 5085.180778543155, 5083.356795291106, 5163.918890267611, 5168.072033693393, 5210.745321174462, 5237.769970948498, 5266.675525511305, 5298.878186543783, 5336.236000125607, 5368.457342013717, 5410.801916753252, 5452.391374006867, 5490.184096366167, 5531.599844460687]"
440,"[3190.0, 3223.779841899872, 3241.859221458435, 3253.098839640617, 3252.0172421932216, 3265.530777692795, 3299.27337795496, 3326.459441721439, 3312.83996874094, 3285.37294626981, 3312.964453935623, 3351.7952692508698, 3324.807680986821, 3340.538791656494, 3487.8003988973796]"
441,"[1488.365212380886, 1494.4213139414787, 1492.847383350134, 1496.254868924618, 1514.5418852269652, 1537.3859528005123, 1506.8266537752934, 1533.4795099198818, 1544.2547698067501, 1569.653209283948, 1553.3512527048588, 1557.9812218248844, 1555.9824658641592, 1602.0617428999394, 1557.4968134067021]"
