,종가
438,"[998.3360905379056, 1055.1955391019583, 1144.0540298332771, 1144.0540298332771, 1176.063318489989, 1176.063318489989, 1242.575947541992, 1242.575947541992, 1315.9251118272543, 1315.9251118272543, 1409.8930460423232, 1435.2799009641012, 1493.6201153675715, 1540.8022597591082, 1561.0914026300115]"
439,"[4993.045793245236, 5085.180778543155, 5083.356795291106, 5163.918890267611, 5168.072033693393, 5210.745321174462, 5237.769970948498, 5266.675525511305, 5298.878186543783, 5336.236000125607, 5368.457342013717, 5410.801916753252, 5452.391374006867, 5490.184096366167, 5531.599844460687]"
440,"[3190.0, 3223.779841899872, 3241.859221458435, 3253.098839640617, 3252.0172421932216, 3265.530777692795, 3299.27337795496, 3326.459441721439, 3312.83996874094, 3285.37294626981, 3312.964453935623, 3351.7952692508698, 3324.807680986821, 3340.538791656494, 3487.8003988973796]"
441,"[1488.365212380886, 1494.4213139414787, 1492.847383350134, 1496.254868924618, 1514.5418852269652, 1537.3859528005123, 1506.8266537752934, 1533.4795099198818, 1544.2547698067501, 1569.653209283948, 1553.3512527048588, 1557.9812218248844, 1555.9824658641592, 1602.0617428999394, 1557.4968134067021]"
442,"[3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995, 3299.9999999999995]"
443,"[6448.104637602965, 6449.804253558318, 6538.997183650732, 6614.426243553559, 6619.8060788412895, 6658.249914889535, 6656.1711616665125, 6659.503696467106, 6728.761592493082, 6717.681081220508, 6835.139702318857, 6827.626315248509, 6788.103860337909, 6867.60662149964, 7007.182582914208]"
444,"[3905.0, 4044.082342187564, 4056.441600519543, 4132.639859343569, 4124.462223187089, 4113.346390283356, 4134.919571300348, 4125.170371202132, 4120.372852452099, 4104.682855735223, 4120.771418191493, 4268.648054086914, 4197.775411183636, 4167.945505393048, 4204.909350772698]"
445,"[7654.588393688202, 7695.077408519884, 7699.310000941157, 7929.922748687987, 8026.383811498682, 8033.534680192669, 8155.77142042915, 8281.244692594433, 8345.074994549155, 8450.097161064545, 8513.385041986901, 8598.740135694543, 8607.038393378258, 8670.744391970336, 8750.045773814121]"
446,"[165000.0, 165000.0, 167202.90358612934, 167084.5879341165, 167037.83435126144, 169778.40630461773, 169773.0262403687, 169649.55727010965, 173945.14774531123, 173065.68533927202, 172590.41355550286, 173942.69244683287, 172953.35994303846, 171782.51445541778, 171568.75225078934]"
447,"[4440.0, 4475.310735106468, 4475.205593903859, 4493.770535538593, 4561.620381275812, 4604.196079969406, 4595.948995749155, 4679.133494546016, 4740.428252440566, 4731.706601182619, 4645.548128634691, 4811.243218034506, 4890.814999888341, 4932.560758938392, 4853.785916343331]"
448,"[2375.0000000000005, 2375.0000000000005, 2388.543798025698, 2388.3657608702783, 2388.4188433736563, 2391.28763647005, 2387.4074417650704, 2387.4511231146757, 2387.8771944083273, 2429.767311692238, 2457.521930366755, 2464.563102159649, 2459.5883320532744, 2465.819802570157, 2477.1644722186034]"
449,"[38644.45385545492, 38895.19933648407, 39654.46765571833, 39519.69193197786, 39408.29068243503, 39356.847667470574, 39463.23896070942, 39552.87629554048, 39822.78741100802, 40851.20930127799, 41096.53975086287, 41324.392334632576, 41079.80379929766, 41233.45022823196, 41143.42091111466]"
450,"[60668.243620594345, 60680.02088124554, 60779.00071435919, 60987.266015447676, 61059.05415369198, 61284.54923295106, 61455.13556191076, 61722.6989537167, 61900.460983876445, 62153.49330317229, 62342.31885180188, 62568.38751194377, 62753.97266917862, 62924.99043446965, 63141.223249480434]"
451,"[1475.0, 1475.0, 1519.0714581807454, 1571.733422279358, 1596.2898977597556, 1635.6299336751301, 1667.2363758087158, 1696.128870646159, 1725.3044772148132, 1749.4416117668152, 1768.6544917027156, 1791.7716415723164, 1812.9611424605052, 1828.6599135398867, 1845.0019458929696]"
452,"[2150.0, 2180.5896137158074, 2198.4845531980195, 2322.2763795653977, 2408.864413499832, 2484.622564216455, 2599.8916067679725, 2720.7599637905755, 2823.677830894788, 2923.5318774978323, 3029.9372648199396, 3142.6644790172577, 3235.8209787805877, 3352.6427570978803, 3447.0132786035538]"
453,"[4420.0, 4460.19464669625, 4460.12458695968, 4496.198386520147, 4523.368273605903, 4523.891534288724, 4525.05032992363, 4519.353154917558, 4514.164322694142, 4505.723170657952, 4510.973984499773, 4504.766116765638, 4514.1244725733995, 4532.947072925667, 4515.527054935694]"
454,"[519.0, 519.0, 540.0677264660596, 538.8509405016898, 541.1106983492772, 541.2094858249028, 545.4281389638782, 544.264940004175, 546.8692033519347, 546.0704967247943, 546.9690360717475, 546.642001443853, 547.5185005354384, 548.2585064011936, 557.7814691707492]"
455,"[4015.0, 4015.0, 4030.533460227152, 4032.182765611758, 4033.8625006191432, 4033.5692582589886, 4036.1438956322772, 4038.29522078981, 4036.367383398116, 4036.3769701160495, 4035.165593509873, 4035.9307609858615, 4037.1136373716095, 4036.2670008813343, 4035.0951502261064]"
456,"[1468.0, 1507.6596158027648, 1508.2003003438313, 1508.545232073466, 1508.6285371780396, 1509.0832647641498, 1547.6649434725443, 1554.0378699262935, 1550.6558861176172, 1542.967378519972, 1542.91253503561, 1570.6168394391736, 1554.0190290689468, 1598.4208668112753, 1588.1823340078195]"
457,"[30827.959171930946, 30829.475235939022, 30835.54239273071, 30832.69563515981, 30830.407094955444, 30825.5962451299, 30825.368595123287, 30873.972984155018, 30965.46183725198, 31133.033600449562, 31076.321287204817, 31004.355440040425, 31312.16481029987, 31219.15211478869, 31187.62477561831]"
458,"[6410.0, 6410.008125522732, 6410.008125522732, 6410.010012193148, 6410.021644843246, 6410.029923418785, 6410.029923418785, 6410.029923418785, 6410.039849714066, 6410.04693162106, 6410.04693162106, 6410.04693162106, 6410.05668419761, 6410.063641832893, 6410.063641832893]"
459,"[309.0, 309.0, 313.90352895259855, 330.9161904349923, 330.91402460187675, 354.4037784844637, 357.3340910308063, 364.4789898432792, 366.7508778050542, 373.66231594309215, 374.23020091056827, 388.68775165528064, 390.44723504520954, 410.58768645860255, 415.7852667868138]"
460,"[3727.9839195311074, 3770.9076139330864, 3853.762281984091, 3861.2821489572525, 3920.8598902821545, 3977.443337664008, 3969.364471957088, 4022.3302358388905, 4068.468880131841, 4076.0439935699105, 4077.6280738040805, 4111.484516039491, 4091.294710636139, 4192.712693400681, 4222.26464163512]"
461,"[4022.777588367462, 4035.0750312084956, 4226.9997974733515, 4252.7587513191, 4353.033436834812, 4493.576544026534, 4456.967682416241, 4649.805381149054, 4520.959717532, 4613.921819378933, 4570.703360612194, 4547.2995194699615, 4673.9591343801785, 4640.364392871658, 4796.897048006455]"
462,"[16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0]"
463,"[3762.434238592784, 3810.3852867285414, 3935.765105565389, 3934.6236136754355, 3999.8103758494062, 4136.6489174366, 4144.147712945938, 4148.712502876918, 4165.50433276097, 4142.168324589729, 4123.50402667125, 4083.6621331572537, 3999.950322747231, 4141.3375745813055, 4211.697081883749]"
464,"[5720.000000000001, 5720.000000000001, 5735.027072727681, 5789.026945531369, 5789.012564122678, 5796.750813225905, 5798.20468634367, 5865.557739088934, 5895.128852402171, 5895.115902225178, 5932.857346807918, 5959.527967224519, 6014.819921329618, 6024.420115699371, 6067.43617272315]"
465,"[1924.0164615288375, 1966.4084152802827, 1980.8878913049896, 1990.5250369608402, 2029.7984998474517, 2037.7936206882198, 2045.166751794517, 2070.030762337148, 2102.7170652002096, 2132.6150931504867, 2176.4826896910863, 2209.8385618676743, 2225.580095003049, 2250.7028982279203, 2272.0678876936436]"
466,"[1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0, 1920.0]"
467,"[23759.81729984283, 23838.12861919403, 25014.37696456909, 25291.608622074127, 25268.89506816864, 25292.334320545197, 25578.38371515274, 25855.87516784668, 26583.550276756287, 26671.17738008499, 26602.798767089844, 27193.39222431183, 28354.234397411346, 29153.421633243557, 29797.014596462246]"
468,"[30300.0, 30300.0, 30491.077093283337, 30767.188874880474, 30750.305084387466, 31046.700882911686, 31054.37587499619, 31457.264868418377, 31374.13419087728, 31708.603211243946, 31720.175711313885, 31957.070855299633, 31956.49508436521, 32520.28750181198, 32256.00018898646]"
469,"[7628.766068816185, 8061.782522996266, 8590.90076784293, 9211.219051480293, 9705.52265048027, 10302.271712819735, 10766.31774902344, 11397.853606939316, 11846.984241406124, 12486.082195242247, 12892.207144697506, 13597.716623544693, 13931.731486320497, 14673.20268750191, 15018.238016963005]"
470,"[4020.0, 4020.0, 4020.0, 4020.0, 4086.1245076954365, 4082.5411667525764, 4086.340831205249, 4187.849010676146, 4191.088541932404, 4242.425219938159, 4366.153595477343, 4320.472424782813, 4433.598776137456, 4513.914130590856, 4422.960457376204]"
471,"[15929.999999999998, 15929.999999999998, 15929.999999999998, 15929.999999999998, 15929.999999999998, 15934.273260237027, 15993.644533561232, 15995.862755835054, 15996.200413197279, 15998.53785706808, 15987.799186186863, 15984.261023412148, 15964.125538186481, 16001.172137627997, 16010.738250312317]"
472,"[5650.0, 5650.0, 6387.782954548797, 6387.677667910853, 6388.34116516014, 6747.78185059627, 6787.885955724245, 6996.400208578368, 6996.97243771671, 6940.862537123225, 7074.060020819307, 7017.866047574207, 7213.74072852855, 8471.51064453957, 8326.172706307843]"
473,"[347.99999999999994, 348.2213769381244, 350.5447750447007, 356.9595619442407, 357.9208634211682, 357.97013576033834, 360.4489376841423, 360.3297645474473, 363.7276824774841, 363.7476898301392, 363.6082610633845, 362.60545198060566, 364.90523317921907, 365.5463130809366, 384.3640685901045]"
474,"[3980.0000000000005, 3980.0000000000005, 3980.0000000000005, 3980.0000000000005, 3980.0000000000005, 3980.0000000000005, 4001.4352489610515, 4063.7485039035487, 4104.198516259591, 4084.3299728613356, 4076.1224336326122, 4118.575435082118, 4139.652644465367, 4163.537842224042, 4213.571782961488]"
475,"[19144.869274148172, 19276.437668847986, 19282.91722986226, 19344.22385808492, 19338.78911974128, 19385.93560703378, 19385.488656120684, 19484.39531589889, 19359.943613197654, 19483.171202968184, 19355.95440710212, 20332.22941426001, 19226.571029619005, 19390.782879321527, 19639.578840555623]"
476,"[2360.9523134231567, 2370.9382143951952, 2368.282099965339, 2432.7991038095206, 2436.6710853806385, 2440.3175479111574, 2440.0383208009107, 2441.124440573156, 2433.798295956105, 2500.7712686080486, 2608.622161682695, 2624.4615238293386, 2629.5797412848724, 2624.768578926412, 2700.4708403735426]"
477,"[12400.0, 12611.050057709217, 12579.566612889368, 12662.598244436083, 12547.171183147777, 12757.694348643223, 12731.191288257638, 12730.373326366145, 12775.4944319278, 12700.298446565865, 12843.335166250665, 12743.812580530841, 12891.851550887026, 13326.112461350856, 12739.822730375454]"
478,"[27159.98972813288, 27155.226713021595, 27154.513604640957, 27155.404742558796, 27154.928299585976, 27158.4074083964, 27154.679256280262, 27223.87609084447, 27575.168056587376, 27355.115228891373, 27144.47753429413, 28019.66801603635, 28670.031223098435, 28512.28561187163, 28687.332425465185]"
479,"[1056.6281845867634, 1057.1944007873535, 1069.1833375245333, 1070.261337466538, 1067.9127809479833, 1069.1380375400186, 1069.6548074185848, 1067.4029983133078, 1071.8036066442728, 1067.9491847380996, 1070.4098323360085, 1069.485497713089, 1068.1432512104511, 1067.2283186018467, 1070.013274371624]"
480,"[4266.40838289261, 4264.418750127156, 4563.113198916118, 4565.855179786682, 4646.775660594304, 4644.131051778793, 4723.560938835144, 4722.152175505956, 4734.677603483201, 4726.307917942604, 4744.22276694576, 4737.716179857652, 4751.147166500489, 4742.931012441714, 4761.84626411895]"
481,"[1897.5368118385477, 1897.269004377226, 1897.0459121763708, 1896.8992553887267, 1896.876506969333, 1897.0940195148191, 1897.991958151261, 1899.018082648516, 1895.0, 1896.8421412371101, 1896.4679156430066, 1895.6564406168957, 1895.3408046315114, 1895.5661000904317, 1895.3453565184027]"
482,"[2275.0, 2287.807910032571, 2288.1757720932364, 2288.6209049075846, 2287.8004101850092, 2322.3411305435006, 2356.3855462335055, 2354.7696715407073, 2348.9255680330098, 2351.809552479536, 2359.393412879436, 2386.634355094284, 2384.2184276320045, 2413.119902890176, 2410.3714841848705]"
483,"[1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0]"
484,"[86827.66989946365, 86979.6689983209, 86960.53844571114, 86873.53443851073, 86877.73477762938, 101519.99932577212, 120135.04334638517, 136263.9210551977, 150866.91603571177, 162559.13895825547, 174924.15291786194, 175978.2353087763, 178409.05939857164, 180845.92121700448, 181660.02206554014]"
485,"[4613.584262053172, 4611.287367979686, 4612.0552927653, 4681.964148680369, 4656.8240788777675, 4673.7229353785515, 4753.908700029055, 4734.041917324066, 4747.842604080835, 4903.4140557944775, 4788.729281822841, 4806.591769258182, 4924.4491658012075, 4763.027591907729, 4980.899220049381]"
486,"[2880.3161196311316, 2904.1811636959515, 2901.5067775224647, 2908.8731085297964, 2926.757109401127, 2918.884000280872, 3007.7355522178113, 2967.301982033998, 3049.9299445996685, 3034.8560449443758, 3063.538216865311, 3051.0332436958947, 3074.907369873176, 3077.075434930002, 2982.6460806718874]"
487,"[2270.0, 2270.0, 2319.2516836126642, 2317.907323708137, 2346.198216378689, 2355.5482708364725, 2362.712028072526, 2357.9341932560005, 2364.2348750482, 2371.1843063384295, 2404.9635599553585, 2397.8959880272546, 2414.1672396063805, 2421.4146946457527, 2487.367336741959]"
488,"[7690.000000000001, 7864.677049517632, 7863.508030176164, 7864.254849553109, 7991.596085309983, 7990.947437882423, 7988.921079993249, 8032.846680641174, 8026.819429963827, 8199.997391939165, 8188.5421238839635, 8182.054082428105, 8171.839811316692, 8217.913621246817, 8257.466938823462]"
489,"[44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 45667.04165776571, 45875.07671520113, 45394.124747117356, 45663.93631299337, 45527.67773151397, 47569.410848617554, 47648.527950445816, 47651.853235562645, 48902.66102313995, 47659.07415469487]"
490,"[21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0, 21850.0]"
491,"[9860.0, 10048.429943730433, 10197.162924488386, 10554.773915340504, 10948.315460344154, 11012.203603694838, 11016.682481974363, 11018.014821593959, 11069.837219700217, 11457.333820415039, 11858.880067713559, 12118.979483947158, 12188.178730241954, 12136.761440708922, 12313.385862587642]"
492,"[9330.0, 9330.0, 9330.0, 9330.0, 9330.0, 9330.0, 9330.0, 9330.0, 9474.312799354395, 9515.637908190489, 9410.391452535987, 9506.75053715023, 9441.15766583383, 9487.190064877272, 9445.307277649641]"
493,"[1985.0, 1985.0, 2004.3945451974869, 2018.7015503843625, 2017.9107683996358, 2030.118785371383, 2031.643553407242, 2038.8028850903115, 2050.1884581396976, 2047.4024725488075, 2051.540837962646, 2062.5201035930468, 2057.9961705165915, 2069.3893032216774, 2070.5752108371817]"
494,"[42150.0, 42479.99235346913, 42912.19899629553, 43267.575859576464, 43691.41589656472, 43918.94618014494, 44055.257346729435, 44079.12284120917, 44123.989974036806, 44090.11574665705, 43997.5767592589, 44092.09360592067, 43872.65010173122, 43825.71924169858, 43814.980825930834]"
495,"[9383.809445858002, 9521.519610404968, 9721.51214504242, 9869.53506231308, 10019.756911754608, 10206.891972541809, 10383.224960327148, 10518.963150501251, 10721.371424674986, 10840.848958969114, 11046.0446767807, 11163.357772350311, 11366.46181678772, 11485.669511795042, 11689.565436840057]"
496,"[1455.9949216445286, 1539.3635212182999, 1544.402086853981, 1533.4750969409943, 1538.5962059497833, 1535.8596333817889, 1576.4979640841484, 1621.5701239705083, 1746.339180092017, 1774.4353077933195, 1788.8639549116294, 1800.8493689497311, 1799.0716843207679, 1817.9948610961435, 1890.8228163619835]"
497,"[16730.0, 17071.26490298907, 17257.239724576473, 17279.426787167788, 17263.122916082542, 17432.038726915915, 17611.154351542395, 17843.63377869129, 18019.696170330048, 18318.225219319265, 18509.766246199608, 18738.877932647865, 18898.76364215215, 19196.18965382377, 19425.574097474415]"
498,"[10750.0, 11247.706736028194, 11553.943928380806, 11948.691519250473, 11910.274731864532, 11943.630499293407, 11962.466081182161, 11932.721788833538, 12226.618459175028, 12384.711356163023, 11961.933688173689, 12455.549509728637, 12894.718243149107, 12386.979822081823, 13129.969176131612]"
499,"[114178.6836743355, 114145.07588744164, 115466.7659342289, 115519.93879079819, 115522.44081497192, 115654.73226308824, 115709.00782346725, 115759.81464385986, 115775.34284591675, 116295.41731774807, 116268.74716579916, 116359.15807858111, 116220.71794867516, 116865.76661625878, 116573.5364727676]"
